loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk
755,878,458529,5/16/2023,Closed,2,12.23,Business Expansion,None,Medium
756,455,239997,12/4/2019,Closed,2,9.55,Medical,None,Medium
757,94,342563,12/9/2023,Rejected,9,7.85,Home Renovation,Car,High
758,570,370438,2/28/2021,Closed,10,4.66,Education,House,Low
759,874,254061,11/23/2021,Defaulted,5,3.62,Business Expansion,House,High
760,369,310582,10/1/2020,Closed,1,9,Business Expansion,Car,High
761,265,106366,6/15/2021,Defaulted,7,4.39,Medical,House,Medium
762,209,140359,4/25/2020,Approved,9,3.8,Medical,House,High
763,277,83967,11/8/2024,Closed,4,5.28,Business Expansion,Car,Medium
764,413,491322,9/30/2023,Closed,5,7.76,Home Renovation,House,Low
765,966,440913,12/22/2019,Approved,7,4.86,Medical,Car,Low
766,714,210474,1/12/2022,Defaulted,4,12.32,Education,Car,High
767,109,162736,6/3/2024,Closed,2,12.3,Home Renovation,House,Medium
768,876,195824,9/5/2020,Approved,5,8.64,Education,House,Low
769,953,256423,8/16/2020,Closed,8,10.48,Business Expansion,None,Medium
770,625,492822,6/15/2020,Defaulted,10,7.29,Business Expansion,None,Medium
771,315,104865,8/12/2022,Rejected,9,7.19,Business Expansion,Car,Medium
772,528,49177,9/16/2022,Approved,8,9.85,Business Expansion,House,Medium
773,557,455628,11/16/2021,Approved,3,6.75,Home Renovation,House,Low
774,484,480026,7/1/2024,Approved,9,12.11,Business Expansion,House,Medium
775,772,239236,11/28/2021,Approved,2,6.57,Education,House,Low
776,932,337766,9/26/2022,Closed,5,6.11,Education,None,Medium
777,802,476285,6/24/2024,Rejected,1,11.37,Education,None,High
778,420,72533,10/8/2021,Closed,6,11.42,Education,Car,High
779,38,146222,7/2/2021,Rejected,6,8.46,Home Renovation,None,Medium
780,474,280010,10/25/2022,Defaulted,6,11.03,Home Renovation,Car,Medium
781,12,259829,5/8/2023,Defaulted,8,3.63,Home Renovation,Car,High
782,102,147088,6/7/2020,Approved,1,9.05,Business Expansion,Car,High
783,256,389706,4/21/2021,Closed,4,3.79,Home Renovation,Car,Medium
784,342,168414,12/18/2022,Closed,2,4.03,Business Expansion,None,Medium
785,898,28065,10/6/2021,Defaulted,9,10.48,Home Renovation,None,High
786,816,461937,9/12/2022,Rejected,1,7.04,Education,None,Low
787,164,436049,2/17/2022,Defaulted,7,6.1,Medical,None,Medium
788,382,222881,4/7/2021,Rejected,2,8.13,Business Expansion,House,High
789,621,292703,4/18/2021,Defaulted,9,4.28,Medical,Car,Low
790,67,445147,5/19/2024,Approved,1,11.71,Medical,Car,Low
791,115,173617,10/17/2020,Approved,5,7.46,Education,Car,Low
792,802,179750,10/21/2023,Closed,7,6.55,Education,Car,High
793,358,160957,12/6/2021,Approved,9,11.07,Business Expansion,None,Medium
794,789,147098,4/6/2023,Approved,3,3.54,Medical,None,Low
795,745,301745,10/14/2023,Closed,7,10.09,Medical,None,Low
796,569,213912,7/9/2024,Defaulted,9,4.53,Medical,House,High
797,538,348331,10/14/2024,Defaulted,9,8.63,Medical,House,Medium
798,442,321010,4/21/2020,Approved,6,8.75,Home Renovation,Car,Low
799,808,81160,8/7/2020,Rejected,2,9.07,Medical,None,Medium
800,542,154362,8/14/2023,Closed,2,7.37,Home Renovation,House,High
801,356,184438,4/23/2022,Defaulted,3,6.39,Education,Car,Medium
802,864,223643,1/7/2020,Rejected,1,7.99,Education,Car,Medium
803,824,246911,9/14/2020,Defaulted,9,4.44,Business Expansion,House,Medium
804,634,328337,12/8/2019,Defaulted,5,6.49,Business Expansion,House,High
805,891,259755,4/4/2024,Rejected,1,10.95,Medical,House,Medium
806,742,434368,11/1/2024,Closed,9,4.12,Home Renovation,Car,Medium
807,624,342134,2/23/2022,Rejected,2,10.12,Home Renovation,Car,High
808,710,31941,4/9/2020,Approved,10,10.51,Business Expansion,House,Medium
809,460,11539,2/15/2021,Closed,9,6.53,Business Expansion,None,Low
810,306,325932,2/10/2024,Approved,4,3.92,Medical,None,High
811,90,275541,4/27/2023,Approved,7,5.27,Home Renovation,None,Medium
812,739,186461,12/23/2020,Rejected,9,9.97,Business Expansion,None,Low
813,753,326715,11/13/2023,Defaulted,6,7.52,Home Renovation,None,Low
814,176,189623,3/1/2022,Approved,3,3.74,Home Renovation,Car,Medium
815,405,151041,3/5/2023,Closed,1,11.84,Business Expansion,None,Medium
816,898,445345,9/14/2021,Rejected,9,3.79,Business Expansion,None,Medium
817,998,21500,5/21/2020,Rejected,10,6.06,Education,None,Low
818,674,461073,8/10/2024,Closed,3,8.71,Education,None,Low
819,951,396027,11/13/2022,Rejected,8,7.13,Home Renovation,None,Medium
820,803,48757,7/10/2021,Closed,8,6.02,Medical,None,Medium
821,865,229806,6/22/2021,Closed,2,10.14,Home Renovation,House,High
822,493,235928,6/15/2023,Approved,10,5.23,Business Expansion,None,Low
823,764,291475,3/5/2024,Defaulted,2,9.98,Medical,House,Medium
824,869,462145,12/13/2021,Defaulted,2,9.19,Medical,Car,Low
825,743,120125,1/16/2023,Approved,3,7.23,Business Expansion,House,High
826,118,85563,6/9/2022,Defaulted,1,6.97,Medical,House,Low
827,807,41256,8/12/2024,Rejected,5,7.62,Business Expansion,Car,High
828,67,447505,9/24/2021,Rejected,4,12.13,Education,None,Medium
829,78,132163,8/6/2023,Closed,5,10.79,Business Expansion,Car,Medium
830,807,220743,3/9/2020,Rejected,1,11.72,Education,None,Low
831,693,368973,6/23/2021,Closed,1,8.63,Medical,None,Medium
832,993,298134,10/13/2020,Rejected,3,9.17,Home Renovation,House,Low
833,292,128610,5/30/2022,Rejected,10,11.89,Business Expansion,Car,Low
834,295,462979,2/3/2020,Closed,3,10.46,Business Expansion,None,Low
835,372,307419,9/21/2024,Rejected,3,11.45,Education,None,Low
836,422,429344,11/8/2024,Rejected,5,8.99,Home Renovation,Car,High
837,364,96816,12/9/2021,Defaulted,6,3.52,Home Renovation,House,Low
838,160,16506,11/5/2024,Approved,6,5.69,Home Renovation,None,High
839,203,472802,12/27/2020,Approved,4,7.58,Home Renovation,Car,Low
840,126,433401,3/17/2022,Closed,5,12.18,Business Expansion,Car,High
841,511,457765,12/19/2022,Closed,8,12.21,Education,Car,High
842,943,403383,3/6/2022,Closed,2,7.73,Education,Car,Low
843,336,324931,6/27/2023,Closed,7,10.75,Education,Car,Medium
844,369,406345,7/16/2022,Rejected,3,5.43,Business Expansion,None,High
845,664,146514,6/21/2022,Approved,7,4.59,Education,None,High
846,15,48020,3/28/2022,Closed,3,6.37,Education,House,Medium
847,63,160317,5/29/2021,Closed,4,10.67,Business Expansion,Car,Low
848,476,106811,2/1/2022,Closed,7,11.28,Business Expansion,None,High
849,770,224558,5/16/2021,Approved,2,10.5,Education,None,Medium
850,976,397719,6/8/2023,Approved,6,9.6,Education,Car,Medium
851,68,253794,12/15/2021,Rejected,5,3.99,Business Expansion,Car,High
852,8,447708,6/15/2021,Closed,10,10.57,Education,House,Medium
853,984,452082,8/2/2023,Closed,10,5.94,Medical,Car,High
854,608,478437,3/26/2021,Approved,6,9.25,Business Expansion,Car,Medium
855,205,317748,3/31/2020,Approved,9,11.24,Medical,Car,High
856,923,210209,4/21/2023,Closed,7,5.06,Education,Car,High
857,807,383156,4/1/2020,Rejected,8,9.02,Medical,Car,High
858,688,230315,10/10/2022,Defaulted,3,10.19,Education,None,High
859,199,130181,4/21/2020,Closed,9,11.05,Medical,None,Medium
860,303,364517,3/7/2021,Rejected,4,5.13,Business Expansion,House,High
861,51,125285,7/12/2023,Defaulted,5,4.07,Medical,House,Low
862,879,357250,1/9/2021,Approved,8,7.79,Medical,Car,Medium
863,899,327232,8/3/2023,Defaulted,1,9.12,Medical,House,High
864,373,215110,6/26/2020,Approved,4,6.93,Medical,None,High
865,776,316228,9/23/2023,Defaulted,9,12.15,Education,Car,Medium
866,869,471311,1/8/2022,Closed,7,5.81,Medical,None,Low
867,953,453886,5/30/2024,Rejected,8,8.36,Medical,None,Low
868,348,133614,1/29/2023,Closed,2,5.95,Home Renovation,Car,Medium
869,1000,127034,2/6/2021,Rejected,9,9.14,Education,Car,Medium
870,662,413312,1/13/2024,Approved,6,5.05,Business Expansion,House,High
871,511,410617,6/20/2023,Closed,6,5.1,Business Expansion,House,Low
872,604,8284,1/10/2022,Rejected,10,11.06,Medical,House,Low
873,261,105267,1/11/2020,Defaulted,3,10.2,Business Expansion,House,Low
874,113,299663,6/23/2020,Defaulted,7,8.12,Business Expansion,Car,High
875,770,455394,11/12/2023,Defaulted,7,4.26,Business Expansion,House,Medium
876,901,486911,8/2/2021,Defaulted,7,9.04,Home Renovation,House,Medium
877,855,395906,2/25/2024,Rejected,10,4.91,Home Renovation,None,Low
878,511,154751,7/11/2024,Defaulted,8,9.7,Business Expansion,Car,Low
879,633,220856,5/28/2022,Rejected,10,5.1,Education,House,High
880,353,393713,9/20/2020,Approved,8,6.72,Business Expansion,None,Medium
881,812,212896,8/21/2021,Approved,8,11.44,Education,House,Low
882,997,251272,6/10/2024,Closed,2,8.61,Medical,None,High
883,106,169544,5/29/2020,Closed,8,11.1,Education,House,Medium
884,94,444747,9/10/2023,Defaulted,8,9.88,Education,Car,Low
885,93,436167,10/4/2020,Approved,10,10.55,Medical,House,High
886,7,372148,1/20/2020,Defaulted,8,5.32,Business Expansion,House,Medium
887,767,260516,4/21/2021,Closed,1,10.26,Education,House,Low
888,788,447055,8/14/2024,Approved,7,10.96,Home Renovation,House,Medium
889,552,365729,6/6/2020,Closed,7,12.28,Home Renovation,Car,High
890,179,25743,11/20/2020,Rejected,1,7.84,Home Renovation,House,Low
891,507,56039,11/12/2020,Closed,9,8.18,Education,None,Medium
892,452,261279,9/2/2020,Defaulted,3,6.3,Home Renovation,House,Low
893,937,197631,1/8/2021,Closed,7,9.64,Medical,None,High
894,464,71484,7/31/2022,Closed,8,8.43,Home Renovation,None,High
895,423,96353,10/5/2023,Approved,10,12.4,Home Renovation,House,Low
896,825,101297,5/17/2024,Approved,10,7.75,Business Expansion,None,High
897,452,366563,12/14/2020,Closed,8,8.39,Business Expansion,Car,Low
898,525,283095,12/13/2022,Defaulted,4,8.25,Business Expansion,None,Low
899,744,41905,12/8/2022,Defaulted,8,11.47,Business Expansion,House,Low
900,618,420506,6/3/2022,Defaulted,7,7.01,Home Renovation,House,Low
901,860,309029,12/4/2022,Closed,7,7.94,Business Expansion,Car,Low
902,812,208229,9/27/2023,Approved,2,8.1,Business Expansion,Car,Medium
903,363,94147,7/11/2022,Rejected,10,7.6,Business Expansion,Car,Medium
904,393,253974,9/1/2022,Approved,4,12.28,Business Expansion,None,High
905,859,153214,2/2/2020,Closed,5,7.19,Business Expansion,House,Medium
906,895,192504,10/25/2021,Defaulted,1,3.54,Business Expansion,Car,Low
907,221,284233,7/16/2024,Approved,10,11.73,Home Renovation,House,High
908,338,460558,2/22/2020,Approved,4,10.43,Business Expansion,Car,Low
909,961,140622,4/14/2020,Rejected,5,4.5,Medical,None,Medium
910,753,257663,3/6/2024,Approved,6,11.97,Home Renovation,None,High
911,880,16226,3/25/2021,Approved,9,10.17,Education,None,Low
912,242,58805,6/20/2022,Approved,6,4.6,Education,Car,Low
913,235,40186,8/17/2021,Rejected,10,11.61,Business Expansion,None,Medium
914,965,196851,2/5/2020,Defaulted,8,6.89,Home Renovation,House,Medium
915,586,449536,8/18/2021,Closed,10,7.4,Home Renovation,Car,Medium
916,372,480581,3/8/2023,Closed,4,4.5,Business Expansion,None,Low
917,456,15606,11/18/2022,Approved,4,9.57,Medical,House,Medium
918,347,62472,6/8/2024,Defaulted,6,6.51,Home Renovation,None,Medium
919,102,152765,5/26/2020,Defaulted,2,6.02,Home Renovation,None,Low
920,394,341740,8/10/2021,Closed,7,7.8,Business Expansion,House,Medium
921,397,83392,9/18/2023,Defaulted,3,11.71,Education,None,Medium
922,328,282170,1/4/2021,Defaulted,10,9.92,Medical,Car,Medium
923,630,386424,5/23/2024,Defaulted,7,7.89,Home Renovation,House,Medium
924,228,472996,3/13/2022,Approved,1,8.56,Medical,House,Medium
925,272,350075,8/13/2022,Rejected,4,5.12,Medical,Car,Low
926,64,147250,7/8/2024,Approved,9,6.01,Home Renovation,None,Medium
927,668,354065,5/29/2024,Rejected,7,9.72,Business Expansion,Car,Medium
928,551,120274,1/24/2024,Closed,5,4.46,Business Expansion,None,High
929,910,379172,2/15/2022,Closed,3,11.7,Education,House,Medium
930,383,394215,6/11/2022,Defaulted,6,6.16,Business Expansion,Car,Medium
931,437,185429,12/5/2020,Rejected,6,11.87,Business Expansion,None,Medium
932,397,307932,8/5/2020,Defaulted,7,6.56,Education,House,High
933,269,250565,8/24/2020,Closed,7,6.9,Home Renovation,Car,Medium
934,211,360097,1/24/2022,Closed,5,9.83,Medical,Car,High
935,870,240314,4/6/2024,Rejected,6,8.77,Medical,Car,High
936,766,129805,6/19/2024,Approved,7,11.83,Home Renovation,None,Medium
937,513,251838,6/29/2024,Rejected,2,6.26,Business Expansion,None,Medium
938,250,159312,9/23/2022,Closed,1,11.19,Medical,House,High
939,80,112807,4/5/2022,Rejected,2,11.31,Business Expansion,Car,High
940,436,135538,6/14/2020,Defaulted,5,9.23,Medical,None,Low
941,439,372119,9/2/2022,Approved,8,8.02,Home Renovation,Car,High
942,640,48925,5/17/2021,Closed,1,10.44,Education,Car,Low
943,123,380342,10/14/2023,Rejected,3,5.73,Home Renovation,House,High
944,320,458019,9/2/2021,Approved,9,5.98,Medical,House,Medium
945,3,7859,5/17/2023,Rejected,3,5.03,Medical,House,Medium
946,129,448447,11/7/2020,Defaulted,3,12.4,Medical,House,Medium
947,720,355082,11/30/2019,Rejected,7,3.95,Education,None,Low
948,392,436800,5/6/2023,Closed,2,6.45,Education,Car,Medium
949,356,223288,1/16/2022,Closed,8,4.34,Education,None,Medium
950,601,411599,3/25/2024,Closed,3,9.56,Education,None,Low
951,483,151100,4/23/2020,Closed,9,9.93,Medical,Car,High
952,241,383617,4/1/2022,Closed,6,4.45,Education,None,High
953,274,46838,10/7/2021,Approved,1,9.91,Medical,None,Medium
954,661,144028,7/2/2021,Rejected,2,9.54,Education,Car,Low
955,389,54061,1/6/2023,Closed,1,8,Business Expansion,House,Medium
956,893,411728,9/6/2020,Closed,5,4.33,Business Expansion,None,Low
957,267,293699,11/3/2020,Approved,5,6.11,Home Renovation,House,Low
958,893,22455,7/17/2024,Closed,4,7.8,Medical,House,Low
959,533,338353,6/12/2020,Closed,6,10.59,Home Renovation,None,Medium
960,616,490609,11/30/2023,Approved,7,9.39,Education,None,Medium
961,621,345947,9/28/2022,Closed,5,10.16,Medical,House,Medium
962,319,215781,12/24/2020,Closed,3,12.12,Business Expansion,None,Low
963,189,155142,12/6/2022,Closed,4,10.58,Education,Car,Medium
964,703,383127,12/22/2019,Defaulted,7,8.77,Business Expansion,Car,High
965,713,22287,8/28/2020,Defaulted,9,9.56,Medical,None,High
966,676,338072,1/21/2023,Defaulted,8,11.19,Medical,None,Low
967,218,295384,4/25/2021,Closed,5,6.96,Business Expansion,Car,Medium
968,319,268820,4/6/2022,Defaulted,4,5.3,Business Expansion,House,High
969,173,112480,3/14/2020,Defaulted,10,12.39,Medical,House,Medium
970,26,205973,12/29/2019,Rejected,10,6.16,Business Expansion,Car,High
971,658,283937,1/21/2020,Defaulted,8,8.97,Business Expansion,Car,Low
972,364,416100,4/3/2020,Approved,9,11.56,Medical,Car,Low
973,213,171049,7/13/2023,Closed,9,7.5,Medical,House,Low
974,433,423211,10/19/2021,Defaulted,4,4.16,Business Expansion,Car,Low
975,190,367987,9/29/2023,Defaulted,4,4.39,Medical,House,Low
976,464,76634,6/14/2021,Defaulted,8,8.66,Education,None,High
977,710,40694,3/6/2020,Rejected,10,10.71,Home Renovation,None,Low
978,40,238161,7/14/2022,Defaulted,9,10.87,Education,House,Low
979,556,310151,4/26/2022,Defaulted,2,11.1,Home Renovation,Car,Low
980,591,194638,12/28/2020,Closed,2,8.81,Medical,None,Medium
981,645,318320,9/19/2022,Closed,2,11.45,Medical,House,High
982,251,202692,10/10/2022,Approved,5,4.83,Business Expansion,None,Medium
983,717,350536,7/29/2022,Approved,5,7.23,Education,None,High
984,18,418403,2/13/2022,Closed,8,6.53,Education,None,Low
985,458,289928,5/1/2020,Approved,9,6.37,Business Expansion,House,Low
986,266,352089,2/27/2021,Rejected,1,6.77,Business Expansion,Car,High
987,111,70552,1/16/2022,Closed,1,8.14,Home Renovation,Car,Low
988,754,438363,10/30/2020,Approved,9,7.72,Medical,House,High
989,409,322705,12/18/2019,Defaulted,6,11.59,Education,None,Medium
990,144,65028,2/27/2020,Rejected,4,8.38,Business Expansion,None,High
991,450,384378,1/3/2024,Approved,4,8.25,Medical,House,Medium
992,30,274874,10/23/2020,Approved,7,8.93,Business Expansion,Car,High
993,407,329259,9/2/2021,Rejected,10,10.59,Business Expansion,House,Medium
994,807,169507,11/26/2020,Approved,4,8.8,Medical,Car,High
995,300,456011,2/8/2021,Defaulted,7,10.35,Medical,Car,Low
996,46,87487,6/3/2020,Approved,7,6.81,Education,House,Medium
997,254,225601,2/22/2022,Defaulted,1,9.36,Business Expansion,None,Medium
998,376,409730,3/20/2021,Rejected,6,9.62,Home Renovation,None,High
999,70,495736,9/25/2020,Rejected,9,9.79,Education,House,Medium
1000,169,415665,1/27/2022,Rejected,7,9.94,Medical,House,Medium
1001,784,413849,4/29/2021,Closed,2,7.5,Home Renovation,House,High
1002,468,491199,8/27/2020,Rejected,3,12.03,Education,House,Medium
1003,748,81928,10/7/2020,Defaulted,6,6.56,Business Expansion,Car,Medium
1004,909,367168,1/22/2020,Rejected,10,3.94,Home Renovation,House,Low
1005,610,301601,4/2/2024,Closed,9,9.88,Home Renovation,None,High
1006,340,227817,4/5/2021,Defaulted,8,4.53,Medical,House,Medium
1007,432,100742,6/6/2024,Defaulted,2,8.98,Education,House,High
1008,252,184345,4/28/2024,Approved,6,8.91,Home Renovation,House,Low
1009,956,334938,6/10/2021,Defaulted,2,9.9,Business Expansion,Car,Medium
1010,123,296391,4/24/2024,Rejected,7,8.36,Medical,None,Low
1011,849,468035,4/16/2021,Defaulted,10,9.61,Home Renovation,Car,High
1012,6,87028,7/27/2020,Closed,5,5.29,Home Renovation,Car,High
1013,21,400999,3/18/2021,Rejected,6,9.27,Business Expansion,None,Medium
1014,696,234315,12/26/2019,Rejected,9,11.85,Education,Car,High
1015,346,229245,3/7/2023,Approved,6,8.5,Business Expansion,House,Medium
1016,225,324714,3/24/2024,Approved,2,9.43,Medical,Car,Low
1017,892,144180,11/28/2019,Rejected,2,7.76,Home Renovation,None,High
1018,933,112166,6/17/2022,Approved,4,6.48,Home Renovation,House,Medium
1019,403,199247,9/4/2022,Defaulted,4,7.17,Medical,Car,High
1020,179,343252,11/24/2023,Defaulted,2,4.76,Education,Car,Low
1021,50,268776,11/17/2023,Rejected,6,4.53,Business Expansion,None,Low
1022,518,7232,12/14/2021,Approved,3,8.61,Education,None,Low
1023,940,436688,8/24/2020,Rejected,10,3.6,Business Expansion,Car,High
1024,10,245973,3/20/2024,Defaulted,6,5.4,Business Expansion,House,Medium
1025,582,327124,12/2/2020,Rejected,7,10.89,Home Renovation,Car,High
1026,699,89272,12/31/2020,Rejected,2,11.8,Home Renovation,House,Low
1027,916,482021,3/20/2022,Closed,10,12.36,Home Renovation,House,Medium
1028,32,388721,9/5/2020,Defaulted,9,8.05,Business Expansion,House,High
1029,655,420224,7/23/2023,Closed,8,7.15,Business Expansion,House,Low
1030,683,200635,7/23/2021,Defaulted,4,10.42,Home Renovation,Car,Low
1031,908,311432,7/8/2022,Defaulted,5,7.15,Education,Car,Low
1032,849,322116,1/29/2022,Approved,5,7.08,Medical,Car,High
1033,100,429801,2/17/2024,Closed,10,5.13,Home Renovation,None,High
1034,979,456216,8/6/2020,Approved,2,7.54,Home Renovation,None,Low
1035,751,283477,1/30/2022,Approved,7,11.8,Education,Car,Low
1036,430,12907,6/21/2020,Rejected,4,7.13,Home Renovation,None,Low
1037,976,221371,12/6/2021,Rejected,3,8.88,Home Renovation,None,Medium
1038,130,224622,6/23/2024,Approved,7,9.38,Medical,House,Medium
1039,8,231965,11/8/2020,Defaulted,1,8.34,Medical,House,High
1040,174,22070,3/14/2021,Closed,5,7.26,Medical,Car,High
1041,73,137230,1/7/2024,Rejected,10,12.27,Business Expansion,Car,Medium
1042,72,253796,3/4/2023,Rejected,4,4.89,Education,Car,High
1043,1000,253010,4/2/2023,Closed,5,12.47,Home Renovation,None,Low
1044,652,248672,12/18/2019,Defaulted,2,8.18,Business Expansion,House,Medium
1045,491,270638,4/13/2020,Defaulted,3,12.47,Education,None,High
1046,191,277586,10/9/2023,Defaulted,9,5.53,Business Expansion,House,Low
1047,222,189469,11/26/2020,Approved,5,11.28,Education,House,Low
1048,11,440227,9/12/2021,Closed,1,10.62,Home Renovation,Car,Low
1049,809,302770,10/5/2022,Approved,6,8.49,Education,Car,Low
1050,844,302152,1/30/2022,Closed,3,3.54,Business Expansion,Car,High
1051,347,189663,11/4/2024,Approved,7,5.66,Business Expansion,None,Low
1052,416,170889,7/21/2022,Approved,9,10.62,Business Expansion,Car,High
1053,361,54907,7/2/2020,Defaulted,3,8.11,Medical,House,Low
1054,29,43552,3/8/2024,Defaulted,1,6.84,Education,None,High
1055,105,344007,2/27/2022,Rejected,3,9.54,Home Renovation,None,Low
1056,588,410843,12/16/2022,Rejected,10,4.71,Home Renovation,None,Medium
1057,15,469883,1/16/2024,Defaulted,2,5.25,Medical,House,High
1058,724,436954,5/1/2020,Approved,3,7.24,Business Expansion,House,Low
1059,464,81350,12/21/2020,Closed,9,8.64,Home Renovation,Car,Low
1060,875,454665,2/25/2024,Rejected,2,5.18,Business Expansion,None,High
1061,475,451317,3/26/2020,Rejected,7,5.1,Business Expansion,House,Medium
1062,548,68849,4/11/2020,Closed,8,9.93,Education,None,Medium
1063,799,353183,7/12/2023,Defaulted,1,5.51,Business Expansion,None,Medium
1064,59,27368,7/15/2021,Defaulted,1,7.33,Home Renovation,House,High
1065,230,348094,8/16/2021,Approved,7,3.52,Medical,Car,Low
1066,911,41834,12/29/2022,Closed,6,8.77,Medical,House,Medium
1067,855,315760,8/7/2021,Approved,6,10.66,Medical,House,Low
1068,905,280013,2/24/2021,Defaulted,4,9.98,Home Renovation,None,Low
1069,33,432623,3/8/2024,Defaulted,5,5.72,Medical,Car,Medium
1070,731,425062,2/9/2024,Approved,2,6.9,Medical,None,Medium
1071,279,495381,2/25/2020,Approved,9,11.76,Business Expansion,Car,Low
1072,265,68206,4/17/2022,Closed,8,5.46,Medical,None,Low
1073,984,207412,12/14/2022,Closed,9,8.15,Medical,House,Low
1074,963,327514,12/26/2022,Approved,4,5.03,Home Renovation,House,Low
1075,691,271859,11/6/2022,Rejected,5,4.02,Business Expansion,House,High
1076,519,370080,4/16/2020,Closed,10,6.7,Business Expansion,House,Low
1077,329,114068,12/11/2022,Defaulted,7,10.31,Education,Car,Medium
1078,469,60863,10/8/2023,Defaulted,8,12.19,Business Expansion,Car,Medium
1079,143,222403,5/27/2024,Approved,10,8.15,Medical,Car,Low
1080,537,135595,10/10/2023,Closed,7,11.67,Business Expansion,House,Low
1081,522,289191,4/27/2022,Rejected,5,10.08,Home Renovation,None,Medium
1082,889,112537,5/27/2021,Defaulted,1,3.71,Medical,Car,Medium
1083,754,323111,12/3/2019,Approved,2,8.15,Business Expansion,House,Medium
1084,382,343335,8/13/2023,Closed,9,6.72,Business Expansion,House,High
1085,607,348806,4/26/2020,Defaulted,9,7.76,Business Expansion,House,Medium
1086,320,96489,6/1/2021,Defaulted,3,3.69,Business Expansion,Car,Low
1087,648,373055,2/5/2021,Approved,10,4.88,Medical,House,High
1088,392,285985,11/3/2022,Defaulted,10,7.32,Education,House,High
1089,157,484684,3/10/2020,Closed,5,12.38,Education,Car,High
1090,682,82307,1/13/2020,Rejected,2,12.13,Business Expansion,House,Medium
1091,988,234656,1/20/2022,Rejected,9,9.89,Home Renovation,None,Medium
1092,61,452828,3/20/2022,Approved,7,8.7,Education,House,Medium
1093,440,426114,2/2/2023,Approved,4,5.2,Education,Car,High
1094,948,497618,12/1/2020,Rejected,1,4.72,Medical,Car,Low
1095,326,110260,6/24/2023,Closed,1,6.98,Home Renovation,Car,High
1096,696,153270,7/27/2022,Approved,2,12.43,Medical,House,High
1097,70,462018,5/22/2024,Defaulted,5,7.92,Medical,Car,High
1098,876,470475,9/18/2022,Closed,8,11.37,Education,House,Low
1099,311,411812,5/30/2021,Closed,8,5.2,Business Expansion,None,Low
1100,829,283199,11/19/2024,Closed,4,12.27,Medical,House,Low
1101,646,97970,11/27/2020,Approved,9,5.84,Medical,Car,High
1102,663,464399,4/18/2024,Defaulted,2,8.69,Education,None,High
1103,984,443854,11/7/2023,Rejected,9,7.77,Business Expansion,Car,High
1104,912,270874,12/3/2023,Approved,9,6.34,Medical,House,Medium
1105,507,8431,1/28/2024,Defaulted,4,8.08,Home Renovation,Car,Medium
1106,653,193328,12/28/2022,Rejected,3,11.74,Home Renovation,House,High
1107,791,183294,3/14/2023,Approved,4,8.75,Home Renovation,House,Medium
1108,100,226072,5/3/2024,Rejected,7,8.58,Home Renovation,House,Low
1109,423,480851,9/4/2021,Closed,3,7.46,Medical,House,Low
1110,637,457269,6/23/2023,Approved,8,6.3,Medical,Car,High
1111,821,269094,6/24/2024,Closed,1,5.39,Business Expansion,Car,Low
1112,943,490626,11/24/2024,Closed,8,8.3,Business Expansion,Car,Low
1113,846,426793,7/27/2022,Defaulted,8,9.89,Medical,Car,High
1114,238,426912,12/16/2022,Closed,7,12.47,Education,Car,Medium
1115,430,334018,7/30/2022,Approved,2,8.49,Medical,House,High
1116,163,155083,8/16/2024,Defaulted,9,11.83,Education,None,Medium
1117,815,339577,1/9/2020,Approved,3,8.83,Education,House,Low
1118,354,104291,6/3/2024,Approved,7,7.37,Business Expansion,None,Medium
1119,9,407361,3/6/2024,Rejected,3,5.58,Business Expansion,Car,Low
1120,803,263200,9/18/2020,Defaulted,10,8.32,Home Renovation,None,Low
1121,934,309345,11/3/2023,Closed,2,8.68,Business Expansion,None,High
1122,770,294745,10/28/2020,Defaulted,5,8.44,Education,None,Low
1123,515,413672,10/28/2021,Defaulted,8,5.53,Education,Car,Medium
1124,911,404642,9/7/2023,Defaulted,2,10.56,Home Renovation,Car,Low
1125,47,66194,10/10/2024,Defaulted,9,5.61,Medical,Car,Medium
1126,859,435879,12/23/2023,Closed,10,6.77,Business Expansion,None,High
1127,454,154929,5/26/2020,Defaulted,4,7.92,Medical,House,Low
1128,82,40307,10/11/2022,Approved,5,5.32,Business Expansion,House,Low
1129,991,157284,2/1/2022,Rejected,10,11.98,Business Expansion,House,High
1130,39,311026,11/8/2020,Defaulted,10,9.87,Education,Car,Low
1131,644,342322,4/15/2023,Rejected,6,10.11,Education,Car,Medium
1132,502,499127,2/5/2021,Approved,6,3.82,Home Renovation,None,Low
1133,645,331327,2/6/2020,Approved,8,10.81,Business Expansion,House,Low
1134,988,197922,3/7/2023,Closed,10,8.82,Education,House,High
1135,867,159655,4/3/2022,Defaulted,7,4.38,Medical,None,Medium
1136,694,477934,8/8/2024,Rejected,9,9.59,Business Expansion,None,Medium
1137,714,268968,5/29/2021,Approved,3,12.17,Education,Car,Medium
1138,52,240832,12/5/2022,Closed,10,7.62,Business Expansion,House,Medium
1139,633,335337,1/14/2023,Approved,3,10.46,Business Expansion,None,High
1140,981,77621,4/7/2023,Defaulted,8,7,Medical,None,Low
1141,56,344884,4/12/2020,Closed,9,7.32,Medical,None,Low
1142,56,175751,10/11/2022,Closed,3,7.2,Education,None,Low
